Fiscal Year 2008,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Guyana,3,27,0,6,"3,671",140,0,0,184,365,0,19,1,0,0,0,0,0,0,64,3,0,1,1,0,48,0,0,39,0,0,0,3,0,30,9,11,2,82,19,20,5,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,786",0,"4,786"
Paraguay,41,296,5,141,"4,784",24,0,0,299,28,0,222,1,0,8,1,0,0,0,191,14,0,10,64,0,82,11,0,35,0,0,0,14,0,16,14,456,22,12,6,2,2,9,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"6,849",0,"6,849"
Peru,90,882,39,"1,238","30,438","8,190",0,0,"2,779","2,955",0,202,0,0,1,10,0,0,0,"1,101",94,0,36,40,0,384,98,0,546,0,0,887,285,11,284,102,"8,864",123,506,94,120,38,159,228,12,0,0,0,0,0,0,0,0,0,0,0,40,2,21,58,1,76,15,0,0,0,185,28,0,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,"61,272",0,"61,272"
Suriname,7,76,0,0,"2,603",84,0,0,27,80,0,89,0,0,2,2,0,0,0,42,1,0,1,22,0,4,0,0,2,0,0,0,0,0,0,1,13,0,1,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,069",0,"3,069"
Uruguay,53,443,3,196,"12,134",521,0,0,146,259,0,147,0,0,0,1,0,0,0,139,10,0,21,151,0,215,10,0,83,0,0,39,10,4,52,27,282,24,16,4,0,0,45,55,3,1,0,0,0,0,0,0,0,0,0,0,19,1,3,29,0,13,1,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,183",0,"15,183"
Venezuela,120,300,5,"1,789","88,274","1,087",0,0,99,569,0,56,4,0,1,51,0,0,0,"2,363",115,0,66,170,0,205,7,0,954,0,0,0,26,20,703,118,670,107,87,27,33,9,913,"1,514",31,0,0,0,1,0,0,0,0,0,0,0,107,422,63,752,0,24,200,0,0,0,66,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"102,154",0,"102,154"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for South America,835,"11,293",130,"8,973","610,581","317,628",0,0,"15,194","10,141",2,"6,844","1,631",0,144,716,0,10,0,"22,114","1,192",0,539,"1,267",1,"3,611",294,0,"5,788",308,1,"1,071","2,384",235,"3,540","1,643","50,044","2,077","2,725",726,594,163,"4,551","5,984",279,8,0,0,3,0,0,2,0,0,2,0,882,598,378,"2,914",3,372,468,285,0,0,"1,240",367,0,0,0,0,54,0,1,6,0,0,0,0,0,0,0,0,0,"1,102,836",0,"1,102,836"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Nationality,0,0,0,19,"2,510",207,0,0,3,31,0,0,0,0,0,0,0,0,0,72,7,0,0,0,0,1,0,0,8,0,0,0,1,2,11,6,41,0,22,0,8,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,2,0,0,0,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,169",0,"3,169"
United Nations Laissez-Passer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,225
Totals for Unknown,0,0,0,19,"2,510",207,0,0,3,31,0,0,0,0,0,0,0,0,0,72,7,0,0,0,0,226,0,0,8,0,0,0,1,2,11,6,41,0,22,0,8,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,2,0,0,0,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,394",0,"3,394"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Totals,"10,152","86,181","1,000","47,899","3,490,013","407,723","345,894","404,589","34,466","217,428",22,"12,745","24,706",0,"6,862","28,588","2,961","1,568",114,"340,711","23,193",519,"5,105","14,715",341,"23,830",973,0,"129,464",719,174,"64,404","94,304","3,427","71,019","17,069","359,447","32,642","30,288","5,013","7,854","1,856","84,078","71,683","10,475",278,1,11,"6,381",2,358,87,127,3,8,3,"9,014","5,054","2,642","27,240",135,"10,277","1,140","2,443",1,0,"10,061","2,941",0,0,0,"4,761","3,715",0,34,132,5,8,0,0,0,0,0,0,0,"6,603,076",0,"6,603,076"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
